votes,margin2020,fips,results_trumpd,results_bidenj
33481,43.42762,47141,23694,9154
13608,63.69782,47143,11031,2363
25914,50.78722,47145,19195,6034
33712,47.00107,47147,24535,8690
143931,15.41294,47149,81373,59189
9052,77.52983,47151,8004,986
7239,62.8678,47153,5846,1295
43574,57.48153,47155,33742,8695
381858,-30.29006,47157,129543,245208
9035,58.94853,47159,7124,1798
6283,59.08006,47161,4942,1230
74206,51.94728,47163,55774,17226
92529,38.66247,47165,63404,27630
27291,48.48118,47167,20063,6832
3991,48.08319,47169,2930,1011
8294,60.07958,47171,6593,1610
8096,68.29298,47173,6777,1248
2917,61.50154,47175,2338,544
16692,49.10736,47177,12323,4126
59430,36.86017,47179,40120,18214
6667,74.62127,47181,5795,820
13710,53.76368,47183,10382,3011
11867,62.80442,47185,9587,2134
138932,26.13365,47187,86469,50161
74092,37.72607,47189,50149,22197
121529,-22.72626,36001,45570,73189
17271,49.11123,36003,12670,4188
329638,-65.52218,36005,55849,271835
693937,-48.90963,36047,174731,514133
72376,8.39505,36007,38351,32275
30051,37.11357,36009,20295,9142
36433,9.20045,36011,19495,16143
59283,19.85561,36013,34846,23075
31646,24.69506,36015,19388,11573
17277,38.25896,36017,11736,5126
27471,6.0573,36019,14354,12690
34641,-15.96086,36021,14235,19764
21675,1.94233,36023,10788,10367
18763,29.48356,36025,11952,6420
119539,1.62374,36027,59661,57720
383952,-5.32853,36029,178349,198808
15185,6.47349,36031,7953,6970
15397,12.62584,36033,8530,6586
20180,40.55996,36035,13989,5804
25004,41.16141,36037,17340,7048
20882,24.16914,36039,12722,7675
3460,30.26012,36041,2225,1178
24766,39.39272,36043,17038,7282
35530,30.18857,36045,22779,12053
10878,47.46277,36049,7931,2768
31351,18.30245,36051,18139,12401
33962,10.90336,36053,18385,14682
446861,-69.95553,36061,65001,377605
378761,-20.76402,36055,145290,223936
17615,32.66534,36057,11500,5746
665658,-5.9475,36059,308765,348355
87821,18.8406,36063,51355,34809
84099,25.45571,36065,51950,30542
203354,-14.68031,36067,84117,113970
47830,10.40769,36069,25757,20779
139956,10.25322,36071,76218,61868
15625,45.3824,36073,11173,4082
44682,31.85175,36075,28930,14698
28075,4.91541,36077,14366,12986
47899,13.82492,36079,26888,20266
597928,-38.66151,36081,181225,412393
79409,-5.62783,36083,36500,40969
116024,11.12184,36087,63830,50926
35519,24.84867,36089,21862,13036
107583,5.15974,36091,55248,49697
60591,-6.83435,36093,27544,31685
13374,37.41588,36095,9010,4006
9764,17.59525,36097,5620,3902
12954,19.34538,36099,7582,5076
178751,23.98364,36085,110094,67223
38797,39.90515,36101,26781,11299
601261,12.33308,36103,333617,259463
26931,16.93216,36105,15555,10995
24769,20.66293,36107,14616,9498
33015,-39.32758,36109,9640,22624
77667,-11.62141,36111,33580,42606
27625,12.26787,36113,15200,11811
23607,25.58563,36115,14577,8537
37425,29.21844,36117,23734,12799
350749,-27.07064,36119,126013,220963
19431,45.41197,36121,13897,5073
10741,18.53645,36123,6208,4217
6292,39.51049,05001,4304,1818
7926,43.18698,05003,5548,2125
21007,53.32032,05005,15836,4635
119912,26.4494,05007,73965,42249
17114,61.86748,05009,13652,3064
3654,30.67871,05011,2335,1214
2182,53.02475,05013,1636,479
11797,28.82936,05015,7424,4023
4103,-12.38118,05017,1752,2260
8395,14.03216,05019,4616,3438
5183,60.27397,05021,4086,962
12680,65.77287,05023,10328,1988
3600,61.55556,05025,2867,651
8616,31.17456,05027,5500,2814
8685,35.45193,05029,5694,2615
38511,35.41066,05031,25558,11921
24091,56.65186,05033,18607,4959
16086,-6.72013,05035,7244,8325
6942,45.72169,05037,4946,1772
2649,23.02756,05039,1573,963
4164,-2.28146,05041,1921,2016
6908,27.83729,05043,4349,2426
54428,29.53259,05045,34421,18347
7129,61.39711,05047,5677,1300
5119,57.1596,05049,3961,1035
44199,33.99172,05051,29069,14045
8200,67.39024,05053,6794,1268
16066,59.79086,05055,12651,3045
6848,34.05374,05057,4470,2138
12557,48.73776,05059,9202,3082
4834,41.93215,05061,3367,1340
14512,58.18633,05063,11250,2806
5810,62.13425,05065,4631,1021
5091,43.7635,05067,3593,1365
25030,-21.5022,05069,9500,14882
9498,49.01032,05071,6938,2283
2679,34.26652,05073,1757,839
5857,59.56975,05075,4569,1080
2848,-4.81039,05077,1286,1423
3875,43.79355,05079,2729,1032
5178,48.04944,05081,3714,1226
8225,59.53799,05083,6441,1544
30660,52.83757,05085,22884,6684
7351,55.70671,05087,5658,1563
7503,56.67067,05089,5783,1531
16529,46.43354,05091,11920,4245
12287,22.13722,05093,7262,4542
2815,14.17407,05095,1545,1146
3873,59.77279,05097,3046,731
2119,23.59604,05099,1275,775
3998,62.10605,05101,3192,709
9629,13.4905,05103,5294,3995
4627,53.31748,05105,3479,1012
6242,-19.32073,05107,2417,3623
4246,67.71079,05109,3519,644
7521,59.75269,05111,5918,1424
8490,68.1861,05113,7035,1246
24432,50.38065,05115,18081,5772
3495,61.00143,05117,2786,654
169956,-22.51171,05119,63687,101947
6812,60.7751,05121,5355,1215
7108,-5.09285,05123,3242,3604
56959,41.25072,05125,39556,16060
3551,69.81132,05127,2962,483
4019,69.09679,05129,3365,588
47140,35.44972,05131,31198,14487
5202,53.2103,05133,3884,1116
7566,60.00529,05135,5938,1398
5938,57.8646,05137,4616,1180
16607,29.4695,05139,10478,5584
7807,56.88485,05141,6034,1593
94266,3.90385,05143,47504,43824
30885,58.94123,05145,24182,5978
2476,27.74637,05147,1543,856
6741,58.47797,05149,5226,1284
7108,59.06021,40001,5585,1387
2262,77.18833,40003,1978,232
5389,70.36556,40005,4557,765
2178,81.63453,40007,1968,190
7948,71.95521,40009,6767,1048
3901,62.75314,40011,3136,688
15976,56.46595,40013,12344,3323
9859,44.05112,40015,7013,2670
61940,43.28059,40017,43550,16742
19479,52.51296,40019,14699,4470
17714,29.33273,40021,11223,6027
5832,62.00274,40023,4698,1082
1054,85.38899,40025,970,70
119778,14.06769,40027,66677,49827
2524,68.02694,40029,2091,374
35631,20.08925,40031,20905,13747
2572,67.02955,40033,2117,393
6032,57.50995,40035,4686,1217
30505,54.80085,40037,23294,6577
10691,53.23169,40039,8060,2369
17245,58.48072,40041,13557,3472
2359,80.96651,40043,2124,214
1873,81.47357,40045,1688,162
22430,53.72715,40047,16970,4919
10922,64.20985,40049,8878,1865
23101,62.30899,40051,18538,4144
2226,73.49506,40053,1916,280
1973,64.72377,40055,1605,328
933,61.09325,40057,747,177
1487,80.09415,40059,1327,136
5014,67.45114,40061,4165,783
4857,60.86061,40063,3875,919
8221,57.7302,40065,6392,1646
2385,71.57233,40067,2026,319
4251,63.58504,40069,3441,738
17249,50.98267,40071,12834,4040
6465,72.18871,40073,5521,854
3427,57.6014,40075,2673,699
4249,62.95599,40077,3437,762
18805,63.35549,40079,15213,3299
14888,63.16497,40081,12013,2609
21574,47.06128,40083,15608,5455
4076,63.64082,40085,3305,711
3467,79.7231,40093,3084,320
6064,62.51649,40095,4891,1100
16626,55.14255,40097,12749,3581
19236,60.89104,40087,15295,3582
11467,66.5126,40089,9485,1858
8335,49.68206,40091,6172,2031
5894,58.6359,40099,4612,1156
25081,33.88621,40101,16526,8027
4938,57.06764,40103,3821,1003
4391,65.99863,40105,3610,712
4038,53.54136,40107,3058,896
294740,1.12845,40109,145050,141724
14313,37.10613,40111,9668,4357
20538,39.5316,40113,14121,6002
11438,51.22399,40115,8545,2686
6786,57.53021,40117,5267,1363
29643,23.30736,40119,17813,10904
17924,56.25418,40121,13851,3768
15320,43.65535,40123,10805,4117
28185,45.99965,40125,20240,7275
4739,70.64782,40127,4016,668
1834,79.66194,40129,1629,168
44553,54.8605,40131,34031,9589
8337,46.31162,40133,6011,2150
15386,59.00169,40135,12113,3035
19057,65.09944,40137,15560,3154
5521,65.40482,40139,4505,894
2708,54.61595,40141,2076,597
266678,15.59109,40143,150574,108996
35338,50.09055,40145,26165,8464
23501,48.02349,40147,17076,5790
4777,73.01654,40149,4086,598
3678,65.30723,40151,2993,591
7785,72.01028,40153,6611,1005
14602,40.21367,31001,10085,4213
3583,73.70918,31003,3093,452
284,84.15493,31005,260,21
410,77.80488,31007,362,43
317,77.28707,31009,280,35
3217,66.95679,31011,2653,499
5181,56.95812,31013,4002,1051
1153,75.88899,31015,1010,135
1679,76.1763,31017,1470,191
23589,43.62203,31019,16640,6350
3731,40.65934,31021,2580,1063
4478,59.33452,31023,3526,869
15284,35.22638,31025,10121,4737
4996,69.03523,31027,4174,725
1993,75.96588,31029,1740,226
3265,75.68147,31031,2844,373
4765,62.07765,31033,3813,855
3558,62.28218,31035,2848,632
3726,43.23671,31037,2636,1025
4451,59.24511,31039,3507,870
5877,71.94147,31041,4996,768
6794,17.3977,31043,3926,2744
4121,44.86775,31045,2931,1082
9178,43.87666,31047,6524,2497
1032,70.73643,31049,871,141
3083,54.62212,31051,2335,651
16835,32.29581,31053,10963,5526
274869,-11.34795,31055,119117,150309
999,77.87788,31057,883,105
3134,53.1589,31059,2359,693
1721,67.28646,31061,1434,276
1440,72.22222,31063,1229,189
2601,67.82007,31065,2163,399
11068,36.68233,31067,7445,3385
1195,71.54812,31069,1016,161
1067,74.2268,31071,925,133
1118,60.64401,31073,893,215
402,88.30846,31075,375,20
1258,62.55962,31077,1016,229
24374,34.90605,31079,16189,7681
5520,57.6087,31081,4297,1117
1928,69.139,31083,1615,282
534,86.14232,31085,494,34
1469,74.13206,31087,1264,175
5537,73.74029,31089,4769,686
442,71.71946,31091,376,59
3501,61.06827,31093,2786,648
3716,43.05705,31095,2616,1016
2229,39.07582,31097,1518,647
3604,58.85128,31099,2822,701
4364,63.72594,31101,3544,763
529,80.71834,31103,476,49
1860,69.13978,31105,1553,267
4697,59.95316,31107,3721,905
156091,-7.81659,31109,70092,82293
17107,54.82551,31111,13071,3692
450,82,31113,407,38
454,64.97797,31115,370,75
15407,53.77426,31119,11678,3393
302,85.43046,31117,275,17
4267,62.50293,31121,3407,740
2558,67.51368,31123,2113,386
1828,58.97155,31125,1437,359
3423,44.02571,31127,2428,921
2303,62.87451,31129,1857,409
8315,37.99158,31131,5649,2490
1429,52.41428,31133,1071,322
1544,72.66839,31135,1321,199
5009,67.97764,31137,4157,752
4006,74.43834,31139,3462,480
15265,56.52145,31141,11836,3208
2870,61.2892,31143,2286,527
5452,68.12179,31145,4525,811
4126,50.33931,31147,3073,996
841,78.478,31149,744,84
5770,28.50953,31151,3631,1986
95409,10.99372,31153,51518,41029
12735,45.36317,31155,9108,3331
15469,43.67445,31157,10952,4196
9142,44.32291,31159,6490,2438
2672,73.05389,31161,2292,340
1698,57.65607,31163,1322,343
729,78.1893,31165,642,72
3165,64.10742,31167,2561,532
2980,56.51007,31169,2308,624
427,77.75176,31171,377,45
2325,2.49462,31173,1180,1122
2340,63.63248,31175,1901,412
12413,40.51398,31177,8583,3554
4200,48.40476,31179,3055,1022
1876,62.68657,31181,1511,335
502,75.49801,31183,438,59
7089,51.86909,31185,5296,1619
12433,33.08936,45001,8215,4101
85185,22.67301,45003,51589,32275
3593,-52.40746,45005,835,2718
96093,42.03844,45007,67565,27169
6482,-24.57575,45009,2417,4010
10321,7.4799,45011,5492,4720
97835,9.99131,45013,53194,43419
104458,11.65444,45015,57397,45223
8291,4.82451,45017,4305,3905
218857,-12.87964,45019,93297,121485
25270,43.76731,45021,18043,6983
15757,10.90944,45023,8660,6941
18876,20.48103,45025,11297,7431
16733,0.66336,45027,8361,8250
19283,9.53171,45029,10440,8602
32417,4.9727,45031,16832,15220
13101,1.11442,45033,6582,6436
77278,10.4674,45035,41913,33824
13304,24.28593,45037,8184,4953
12136,-22.71753,45039,4625,7382
64510,2.26632,45041,32615,31153
36668,12.72226,45043,20487,15822
258155,18.20263,45045,150021,103030
32006,22.76448,45047,19431,12145
9305,-15.22837,45049,3906,5323
179744,33.18108,45051,118821,59180
14394,-0.74337,45053,7078,7185
33629,23.11101,45055,20471,12699
49868,22.81022,45057,30312,18937
30488,32.29139,45059,20004,10159
8431,-27.52936,45061,3008,5329
144568,30.10071,45063,92817,49301
14704,-21.49755,45067,5711,8872
11446,-10.8859,45069,5044,6290
5697,4.75689,45065,2958,2687
18631,24.07278,45071,11443,6958
40668,47.41812,45073,29698,10414
41205,-33.22898,45075,13603,27295
57546,50.84975,45077,42907,13645
193822,-38.31196,45079,58313,132570
9274,35.01186,45081,6210,2963
148655,27.33443,45083,93560,52926
48920,-13.03966,45085,21000,27379
13257,24.50026,45087,8183,4935
15985,-29.75915,45089,5532,10289
144050,16.46581,45091,82727,59008
259389,3.9169,16001,130699,120539
2586,52.20418,16003,1941,591
39553,21.86686,16005,23331,14682
3315,77.3454,16007,2914,350
4973,58.33501,16009,3878,977
20094,55.59371,16011,15295,4124
13288,-36.78507,16013,4031,8919
4840,47.1281,16015,3495,1214
27352,36.7761,16017,18369,8310
53995,43.617,16019,37805,14254
6313,58.8785,16021,4937,1220
1415,71.66078,16023,1202,188
754,47.48011,16025,507,149
90438,39.67138,16027,61759,25881
3416,72.45316,16029,2906,431
9629,66.91245,16031,7907,1464
311,71.70418,16033,264,41
4419,58.29373,16035,3453,877
2739,54.25338,16037,2089,603
10205,45.5169,16039,7246,2601
6664,77.85114,16041,5845,657
6719,67.71841,16043,5548,998
9958,61.73931,16045,7951,1803
6050,56.24793,16047,4659,1256
9602,65.24682,16049,7826,1561
14173,73.64708,16051,12099,1661
7812,49.16795,16053,5734,1893
89878,42.86366,16055,62837,24312
20570,-3.71415,16057,9472,10236
4738,54.03124,16059,3592,1032
1870,60.96257,16061,1489,349
1940,54.38144,16063,1469,414
17112,63.65708,16065,13559,2666
7993,58.98912,16067,6265,1550
20967,33.63381,16069,13738,6686
2451,77.47858,16071,2148,249
4742,63.32771,16073,3819,816
11293,59.33764,16075,8862,2161
3086,40.53791,16077,2116,865
6049,41.70937,16079,4216,1693
6347,-7.24752,16081,2858,3318
36680,45,16083,25897,9391
7063,13.7477,16085,3947,2976
5344,57.65344,16087,4154,1073
38453,10.41531,33001,20899,16894
33272,-1.49976,33003,16150,16649
44229,-17.23756,33005,17898,25522
16528,5.91118,33007,8617,7640
53989,-24.58834,33009,19905,33180
231040,-7.66923,33011,104625,122344
89887,-9.81454,33013,39711,48533
198943,-2.11417,33015,95858,100064
73729,-15.23417,33017,30489,41721
24383,-3.61727,33019,11508,12390
12145,63.51585,39001,9870,2156
46362,39.77611,39003,32052,13611
25883,48.50288,39005,19002,6448
44237,23.49391,39007,26890,16497
26120,-14.96937,39009,10862,14772
25396,62.48228,39011,20451,4583
33141,43.51709,39013,23560,9138
21139,57.24017,39015,16480,4380
186675,23.98768,39017,114392,69613
14233,52.65229,39019,10745,3251
20003,47.62786,39021,14589,5062
64351,23.24129,39023,39032,24076
110710,36.56219,39025,74570,34092
20563,52.47775,39027,15488,4697
49960,44.76982,39029,35726,13359
16348,48.47688,39031,11982,4057
20222,50.49946,39033,15043,4831
627160,-34.03868,39035,202699,416176
27160,63.59352,39037,22003,4731
19032,36.29676,39039,12778,5870
126318,6.82484,39041,66356,57735
39523,11.59325,39043,21724,17142
81564,23.39267,39045,49714,30634
12305,51.27184,39047,9220,2911
632532,-31.28806,39049,211237,409144
22801,39.7658,39051,15731,6664
13799,55.47503,39053,10645,2990
55381,22.75329,39055,33581,20980
88643,19.48716,39057,52072,34798
18264,48.34647,39059,13407,4577
430929,-15.86804,39061,177886,246266
37999,37.52993,39063,25796,11535
13247,51.98913,39065,9949,3062
7500,52.34667,39067,5668,1742
14788,43.39329,39069,10479,4062
19303,60.23934,39071,15369,3741
13786,41.47686,39073,9554,3836
12978,67.82247,39075,10796,1994
26628,40.91182,39077,18537,7643
14160,53.75,39079,10804,3193
33370,38.38777,39081,22828,10018
31459,43.71086,39083,22340,8589
130782,13.58291,39085,73278,55514
27427,45.2328,39087,19759,7353
94396,28.02979,39089,59514,33055
22985,54.97063,39091,17625,4990
151988,2.58376,39093,76719,72792
200559,-16.77711,39095,81763,115411
19309,40.84624,39097,13445,5558
116565,1.93454,39099,58601,56346
27126,38.476,39101,18526,8089
106041,23.38529,39103,64598,39800
10764,53.05648,39105,8163,2452
23426,64.73149,39107,19145,3981
58077,44.26537,39109,41371,15663
7066,53.7079,39111,5392,1597
269164,-2.24027,39113,129034,135064
6856,48.36639,39115,5041,1725
18088,54.15745,39117,13784,3988
39693,39.24873,39119,27334,11755
6221,62.1765,39121,5024,1156
24046,23.37187,39123,14628,9008
9280,51.23922,39125,6927,2172
16179,49.15631,39127,11959,4006
28314,46.93438,39129,20593,7304
12063,48.25499,39131,8872,3051
83022,12.44128,39133,45990,35661
21437,57.20017,39135,16697,4435
19671,66.42265,39137,16218,3152
59975,39.73656,39139,41472,17640
33365,35.12963,39141,22278,10557
29490,27.45337,39143,18487,10391
32051,42.21085,39145,22609,9080
25322,33.93097,39147,16739,8147
24785,62.89691,39149,19988,4399
190093,18.51357,39151,111097,75904
281280,-9.54032,39153,124833,151668
101152,10.55342,39155,55194,44519
44087,39.85075,39157,30458,12889
33535,31.39407,39159,21669,11141
14767,57.18155,39161,11470,3026
5902,54.54083,39163,4525,1306
136441,30.72317,39165,87988,46069
31382,40.41807,39167,21798,9114
54280,37.02837,39169,36759,16660
18290,46.42974,39171,13218,4726
67651,7.59782,39173,35757,30617
11122,49.97303,39175,8248,2690
1405,52.31317,46003,1052,317
7081,38.14433,46005,4808,2107
1183,19.27303,46007,694,466
3001,50.44985,46009,2235,721
14567,12.97453,46011,8000,6110
17547,23.03528,46013,10580,6538
2490,43.25301,46015,1750,673
549,-30.78324,46017,183,352
4802,58.14244,46019,3731,939
873,72.16495,46021,747,117
3783,36.34681,46023,2552,1177
1850,50.59459,46025,1373,437
5698,-11.00386,46027,2456,3083
13161,38.91042,46029,8958,3837
1283,1.94856,46031,647,622
5494,42.4099,46033,3852,1522
8454,35.07216,46035,5613,2648
2964,27.5641,46037,1869,1052
2350,46.38298,46039,1699,609
1966,-17.34486,46041,790,1131
1707,73.34505,46043,1468,216
1985,56.47355,46045,1538,417
4042,45.15092,46047,2878,1053
1182,64.80541,46049,964,198
3745,41.70895,46051,2618,1056
2258,58.28167,46053,1771,455
1137,81.00264,46055,1026,105
3083,55.95199,46057,2372,647
1836,57.7342,46059,1433,373
2388,51.75879,46061,1793,557
813,85.97786,46063,748,49
8723,29.45088,46065,5522,2953
3767,57.92408,46067,2944,762
710,60.28169,46069,564,136
1115,33.99103,46071,738,359
1006,44.83101,46073,721,270
599,68.11352,46075,498,90
2779,39.04282,46077,1904,819
5873,27.46467,46079,3681,2068
13828,30.48886,46081,8753,4537
32396,23.57081,46083,19617,11981
1597,32.3732,46085,1042,525
2178,19.69697,46091,1287,858
2900,44.7931,46087,2068,769
1324,64.42598,46089,1075,222
13670,48.20775,46093,9875,3285
769,19.63589,46095,449,298
1138,41.03691,46097,787,320
92326,9.4957,46099,49249,40482
3206,24.07985,46101,1951,1179
3200,-79.125,46102,297,2829
57518,25.13474,46103,35063,20606
1669,69.62253,46105,1401,239
1380,66.08696,46107,1139,227
4307,13.37358,46109,2404,1828
1185,54.68354,46111,905,257
3163,34.9668,46115,2104,998
1652,47.33656,46117,1203,421
930,58.17204,46119,726,185
2539,-56.36077,46121,532,1963
2696,61.79525,46123,2161,495
4548,47.29551,46125,3290,1139
8855,36.35234,46127,5944,2725
2580,54.30233,46129,1966,565
10900,23.53211,46135,6581,4016
906,-8.4989,46137,404,481
22022,-39.39243,50001,6292,14967
20462,-27.32382,50003,7114,12705
16169,-15.2143,50005,6551,9011
98915,-54.53571,50007,21017,74961
3288,11.19221,50009,1773,1405
25830,-9.04762,50011,11274,13611
4851,-22.57267,50013,1810,2905
14915,-40.74422,50015,4163,10240
17122,-24.04509,50017,6187,10304
14096,-4.50482,50019,6512,7147
33970,-10.47395,50021,14672,18230
35307,-46.06169,50023,8928,25191
26035,-47.3478,50025,6440,18767
34446,-38.91598,50027,9971,23376
14238,52.31774,18001,10685,3236
169000,11.17988,18003,92083,73189
36299,26.10265,18005,22409,12934
4115,48.55407,18007,3007,1009
5354,45.98431,18009,3838,1376
38500,18.45974,18011,22351,15244
8981,30.51999,18013,5777,3036
9514,51.10364,18015,7086,2224
15189,41.13503,18017,10552,4304
58040,18.20813,18019,33656,23088
12277,56.60178,18021,9498,2549
12961,46.08441,18023,9334,3361
4975,42.81407,18025,3499,1369
11971,61.87453,18027,9576,2169
19656,47.16626,18033,14237,4966
25361,55.5262,18029,19528,5446
12296,58.01887,18031,9570,2436
48191,13.18296,18035,26827,20474
21805,40.08255,18037,15032,6292
74321,28.07282,18039,46972,26108
10146,54.38596,18041,7755,2237
41761,14.10167,18043,23400,17511
7983,56.68295,18045,6154,1629
12018,62.85572,18047,9691,2137
9144,48.27209,18049,6694,2280
16165,48.19054,18051,11817,4027
27230,38.66324,18053,18543,8015
14782,52.18509,18055,11103,3389
193871,6.8071,18057,101587,88390
42907,37.52535,18059,28996,12895
20231,45.58351,18061,14565,5343
88458,23.96392,18063,53802,32604
21021,45.18815,18065,15043,5544
40619,32.32477,18067,26400,13270
17810,49.92701,18069,13147,4255
19238,53.29556,18071,14555,4302
15495,48.95127,18073,11383,3798
